"broodYr","retYr","System","fwAge","oAge","ret"
1954,1960,"Wood",2,3,66
1955,1961,"Wood",2,3,143
1956,1962,"Wood",2,3,0
1950,1956,"Wood",3,2,0
1951,1957,"Wood",3,2,0
1952,1958,"Wood",3,2,0
1953,1959,"Wood",3,2,0
1954,1960,"Wood",3,2,0
1955,1961,"Wood",3,2,0
1956,1962,"Wood",3,2,0
1950,1957,"Wood",1,5,0
1951,1958,"Wood",1,5,0
1952,1959,"Wood",1,5,0
1953,1960,"Wood",1,5,0
1954,1961,"Wood",1,5,0
1955,1962,"Wood",1,5,0
1950,1957,"Wood",2,4,0
1951,1958,"Wood",2,4,0
1952,1959,"Wood",2,4,0
1953,1960,"Wood",2,4,0
1954,1961,"Wood",2,4,0
1955,1962,"Wood",2,4,0
1950,1957,"Wood",3,3,0
1951,1958,"Wood",3,3,1
1952,1959,"Wood",3,3,0
1953,1960,"Wood",3,3,1
1954,1961,"Wood",3,3,0
1955,1962,"Wood",3,3,0
1950,1953,"Igushik",0,2,0
1951,1954,"Igushik",0,2,0
1952,1955,"Igushik",0,2,0
1953,1956,"Igushik",0,2,0
1954,1957,"Igushik",0,2,0
1955,1958,"Igushik",0,2,0
1956,1959,"Igushik",0,2,0
1957,1960,"Igushik",0,2,0
1958,1961,"Igushik",0,2,0
1959,1962,"Igushik",0,2,0
1950,1953,"Igushik",1,1,0
1951,1954,"Igushik",1,1,0
1952,1955,"Igushik",1,1,0
1953,1956,"Igushik",1,1,0
1954,1957,"Igushik",1,1,0
1955,1958,"Igushik",1,1,0
1956,1959,"Igushik",1,1,0
1957,1960,"Igushik",1,1,0
1958,1961,"Igushik",1,1,0
1959,1962,"Igushik",1,1,0
1950,1954,"Igushik",0,3,0
1951,1955,"Igushik",0,3,0
1952,1956,"Igushik",0,3,0
1953,1957,"Igushik",0,3,0
1954,1958,"Igushik",0,3,0
1955,1959,"Igushik",0,3,0
1956,1960,"Igushik",0,3,0
1957,1961,"Igushik",0,3,0
1958,1962,"Igushik",0,3,0
1950,1954,"Igushik",1,2,0
1951,1955,"Igushik",1,2,0
1952,1956,"Igushik",1,2,147
1953,1957,"Igushik",1,2,98
1954,1958,"Igushik",1,2,175
1955,1959,"Igushik",1,2,454
1956,1960,"Igushik",1,2,169
1957,1961,"Igushik",1,2,2
1958,1962,"Igushik",1,2,14
1950,1954,"Igushik",2,1,0
1951,1955,"Igushik",2,1,0
1952,1956,"Igushik",2,1,0
1953,1957,"Igushik",2,1,0
1954,1958,"Igushik",2,1,0
1955,1959,"Igushik",2,1,0
1956,1960,"Igushik",2,1,0
1957,1961,"Igushik",2,1,0
1958,1962,"Igushik",2,1,0.024
1950,1955,"Igushik",0,4,0
1951,1956,"Igushik",0,4,0
1952,1957,"Igushik",0,4,0
1953,1958,"Igushik",0,4,0
1954,1959,"Igushik",0,4,0
1955,1960,"Igushik",0,4,0
1956,1961,"Igushik",0,4,0
1957,1962,"Igushik",0,4,0
1950,1955,"Igushik",1,3,0
1951,1956,"Igushik",1,3,615
1952,1957,"Igushik",1,3,303
1953,1958,"Igushik",1,3,1
1954,1959,"Igushik",1,3,269
1955,1960,"Igushik",1,3,781
1956,1961,"Igushik",1,3,523
1957,1962,"Igushik",1,3,35
1950,1955,"Igushik",2,2,0
1951,1956,"Igushik",2,2,62
1952,1957,"Igushik",2,2,9
1953,1958,"Igushik",2,2,20
1954,1959,"Igushik",2,2,204
1955,1960,"Igushik",2,2,113
1956,1961,"Igushik",2,2,12
1957,1962,"Igushik",2,2,19
1950,1955,"Igushik",3,1,0
1951,1956,"Igushik",3,1,0
1952,1957,"Igushik",3,1,0
1953,1958,"Igushik",3,1,0
1954,1959,"Igushik",3,1,0
1955,1960,"Igushik",3,1,0
1956,1961,"Igushik",3,1,0
1957,1962,"Igushik",3,1,0
1950,1956,"Igushik",0,5,0
1951,1957,"Igushik",0,5,0
1952,1958,"Igushik",0,5,0
1953,1959,"Igushik",0,5,0
1954,1960,"Igushik",0,5,0
1955,1961,"Igushik",0,5,0
1956,1962,"Igushik",0,5,0
1950,1956,"Igushik",1,4,1
1951,1957,"Igushik",1,4,1
1952,1958,"Igushik",1,4,5
1953,1959,"Igushik",1,4,3
1954,1960,"Igushik",1,4,0
1955,1961,"Igushik",1,4,0
1956,1962,"Igushik",1,4,3
1950,1956,"Igushik",2,3,78
1951,1957,"Igushik",2,3,29
1952,1958,"Igushik",2,3,73
1953,1959,"Igushik",2,3,65
1954,1960,"Igushik",2,3,113
1955,1961,"Igushik",2,3,94
1956,1962,"Igushik",2,3,36
1950,1956,"Igushik",3,2,0
1951,1957,"Igushik",3,2,0
1952,1958,"Igushik",3,2,0
1953,1959,"Igushik",3,2,0
1954,1960,"Igushik",3,2,0
1955,1961,"Igushik",3,2,0
1956,1962,"Igushik",3,2,0
1950,1957,"Igushik",1,5,0
1951,1958,"Igushik",1,5,0
1952,1959,"Igushik",1,5,0
1953,1960,"Igushik",1,5,0
1954,1961,"Igushik",1,5,0
1955,1962,"Igushik",1,5,0
1950,1957,"Igushik",2,4,0
1951,1958,"Igushik",2,4,0
1952,1959,"Igushik",2,4,0
1953,1960,"Igushik",2,4,0
1954,1961,"Igushik",2,4,1
1955,1962,"Igushik",2,4,0
1950,1957,"Igushik",3,3,0
1951,1958,"Igushik",3,3,2
1952,1959,"Igushik",3,3,0
1953,1960,"Igushik",3,3,1
1954,1961,"Igushik",3,3,0
1955,1962,"Igushik",3,3,0
1950,1953,"Togiak",0,2,0
1951,1954,"Togiak",0,2,0
1952,1955,"Togiak",0,2,0
1953,1956,"Togiak",0,2,0
1954,1957,"Togiak",0,2,0
1955,1958,"Togiak",0,2,0
1956,1959,"Togiak",0,2,0
1957,1960,"Togiak",0,2,2
1958,1961,"Togiak",0,2,0
1959,1962,"Togiak",0,2,0
1960,1963,"Togiak",0,2,0
1961,1964,"Togiak",0,2,1
1962,1965,"Togiak",0,2,0
1963,1966,"Togiak",0,2,0
1964,1967,"Togiak",0,2,0
1965,1968,"Togiak",0,2,0
1966,1969,"Togiak",0,2,1
1967,1970,"Togiak",0,2,1
1968,1971,"Togiak",0,2,0
1969,1972,"Togiak",0,2,0
1970,1973,"Togiak",0,2,0
1971,1974,"Togiak",0,2,0
1972,1975,"Togiak",0,2,0
1973,1976,"Togiak",0,2,1
1974,1977,"Togiak",0,2,0
1975,1978,"Togiak",0,2,1
1976,1979,"Togiak",0,2,0
1977,1980,"Togiak",0,2,0
1978,1981,"Togiak",0,2,0
1979,1982,"Togiak",0,2,1
1980,1983,"Togiak",0,2,0
1981,1984,"Togiak",0,2,2
1982,1985,"Togiak",0,2,0
1983,1986,"Togiak",0,2,1
1984,1987,"Togiak",0,2,0
1985,1988,"Togiak",0,2,0
1986,1989,"Togiak",0,2,0
1987,1990,"Togiak",0,2,0
1988,1991,"Togiak",0,2,1
1989,1992,"Togiak",0,2,0
1990,1993,"Togiak",0,2,1
1991,1994,"Togiak",0,2,1
1992,1995,"Togiak",0,2,1
1993,1996,"Togiak",0,2,0
1994,1997,"Togiak",0,2,1
1995,1998,"Togiak",0,2,0
1996,1999,"Togiak",0,2,1
1997,2000,"Togiak",0,2,0
1998,2001,"Togiak",0,2,0
1999,2002,"Togiak",0,2,0
2000,2003,"Togiak",0,2,0
2001,2004,"Togiak",0,2,0
2002,2005,"Togiak",0,2,0
2003,2006,"Togiak",0,2,0
2004,2007,"Togiak",0,2,0
2005,2008,"Togiak",0,2,0
2006,2009,"Togiak",0,2,0
2007,2010,"Togiak",0,2,0
2008,2011,"Togiak",0,2,0
1950,1953,"Togiak",1,1,0
1951,1954,"Togiak",1,1,0
1952,1955,"Togiak",1,1,0
1953,1956,"Togiak",1,1,0
1954,1957,"Togiak",1,1,0.066
1955,1958,"Togiak",1,1,0
1956,1959,"Togiak",1,1,0
1957,1960,"Togiak",1,1,0
1958,1961,"Togiak",1,1,1.295
1959,1962,"Togiak",1,1,0.095
1960,1963,"Togiak",1,1,0
1961,1964,"Togiak",1,1,0.058
1962,1965,"Togiak",1,1,0
1963,1966,"Togiak",1,1,0
1964,1967,"Togiak",1,1,0.096
1965,1968,"Togiak",1,1,0.086
1966,1969,"Togiak",1,1,0
1967,1970,"Togiak",1,1,0
1968,1971,"Togiak",1,1,0
1969,1972,"Togiak",1,1,0
1970,1973,"Togiak",1,1,0
1971,1974,"Togiak",1,1,0
1972,1975,"Togiak",1,1,0.392
1973,1976,"Togiak",1,1,0
1974,1977,"Togiak",1,1,0
1975,1978,"Togiak",1,1,0
1976,1979,"Togiak",1,1,0
1977,1980,"Togiak",1,1,0
1978,1981,"Togiak",1,1,0
1979,1982,"Togiak",1,1,0.23
1980,1983,"Togiak",1,1,0
1981,1984,"Togiak",1,1,0
1982,1985,"Togiak",1,1,0.198
1983,1986,"Togiak",1,1,0.215
1984,1987,"Togiak",1,1,0
1985,1988,"Togiak",1,1,0
1986,1989,"Togiak",1,1,0
1987,1990,"Togiak",1,1,0
1988,1991,"Togiak",1,1,0
1989,1992,"Togiak",1,1,0.25
1990,1993,"Togiak",1,1,0
1991,1994,"Togiak",1,1,3.207
1992,1995,"Togiak",1,1,0
1993,1996,"Togiak",1,1,0.349
1994,1997,"Togiak",1,1,0.239
1995,1998,"Togiak",1,1,0.646
1996,1999,"Togiak",1,1,0.258
1997,2000,"Togiak",1,1,0
1998,2001,"Togiak",1,1,0
1999,2002,"Togiak",1,1,0
2000,2003,"Togiak",1,1,0
2001,2004,"Togiak",1,1,0
2002,2005,"Togiak",1,1,0.171
2003,2006,"Togiak",1,1,0.45
2004,2007,"Togiak",1,1,0
2005,2008,"Togiak",1,1,0.541
2006,2009,"Togiak",1,1,0.568
2007,2010,"Togiak",1,1,1.211
2008,2011,"Togiak",1,1,0
1950,1954,"Togiak",0,3,0
1951,1955,"Togiak",0,3,0
1952,1956,"Togiak",0,3,0
1953,1957,"Togiak",0,3,1
1954,1958,"Togiak",0,3,0
1955,1959,"Togiak",0,3,0
1956,1960,"Togiak",0,3,4
1957,1961,"Togiak",0,3,5
1958,1962,"Togiak",0,3,2
1959,1963,"Togiak",0,3,0
1960,1964,"Togiak",0,3,2
1961,1965,"Togiak",0,3,3
1962,1966,"Togiak",0,3,7
1963,1967,"Togiak",0,3,2
1964,1968,"Togiak",0,3,1
1965,1969,"Togiak",0,3,2
1966,1970,"Togiak",0,3,6
1967,1971,"Togiak",0,3,6
1968,1972,"Togiak",0,3,1
1969,1973,"Togiak",0,3,5
1970,1974,"Togiak",0,3,1
1971,1975,"Togiak",0,3,4
1972,1976,"Togiak",0,3,2
1973,1977,"Togiak",0,3,10
1974,1978,"Togiak",0,3,2
1975,1979,"Togiak",0,3,7
1976,1980,"Togiak",0,3,1
1977,1981,"Togiak",0,3,5
1978,1982,"Togiak",0,3,12
1979,1983,"Togiak",0,3,1
1980,1984,"Togiak",0,3,5
1981,1985,"Togiak",0,3,11
1982,1986,"Togiak",0,3,16
1983,1987,"Togiak",0,3,3
1984,1988,"Togiak",0,3,14
1985,1989,"Togiak",0,3,7
1986,1990,"Togiak",0,3,18
1987,1991,"Togiak",0,3,7
1988,1992,"Togiak",0,3,9
1989,1993,"Togiak",0,3,36
1990,1994,"Togiak",0,3,23
1991,1995,"Togiak",0,3,3
1992,1996,"Togiak",0,3,35
1993,1997,"Togiak",0,3,4
1994,1998,"Togiak",0,3,3
1995,1999,"Togiak",0,3,6
1996,2000,"Togiak",0,3,9
1997,2001,"Togiak",0,3,5
1998,2002,"Togiak",0,3,1
1999,2003,"Togiak",0,3,11
2000,2004,"Togiak",0,3,4
2001,2005,"Togiak",0,3,7
2002,2006,"Togiak",0,3,7
2003,2007,"Togiak",0,3,2
2004,2008,"Togiak",0,3,4
2005,2009,"Togiak",0,3,4
2006,2010,"Togiak",0,3,1
2007,2011,"Togiak",0,3,1
1950,1954,"Togiak",1,2,0
1951,1955,"Togiak",1,2,0
1952,1956,"Togiak",1,2,152
1953,1957,"Togiak",1,2,31
1954,1958,"Togiak",1,2,20
1955,1959,"Togiak",1,2,136
1956,1960,"Togiak",1,2,114
1957,1961,"Togiak",1,2,48
1958,1962,"Togiak",1,2,68
1959,1963,"Togiak",1,2,141
1960,1964,"Togiak",1,2,191
1961,1965,"Togiak",1,2,85
1962,1966,"Togiak",1,2,48
1963,1967,"Togiak",1,2,43
1964,1968,"Togiak",1,2,43
1965,1969,"Togiak",1,2,154
1966,1970,"Togiak",1,2,200
1967,1971,"Togiak",1,2,18
1968,1972,"Togiak",1,2,49
1969,1973,"Togiak",1,2,28
1970,1974,"Togiak",1,2,54
1971,1975,"Togiak",1,2,106
1972,1976,"Togiak",1,2,93
1973,1977,"Togiak",1,2,151
1974,1978,"Togiak",1,2,271
1975,1979,"Togiak",1,2,195
1976,1980,"Togiak",1,2,189
1977,1981,"Togiak",1,2,232
1978,1982,"Togiak",1,2,149
1979,1983,"Togiak",1,2,270
1980,1984,"Togiak",1,2,45
1981,1985,"Togiak",1,2,53
1982,1986,"Togiak",1,2,109
1983,1987,"Togiak",1,2,285
1984,1988,"Togiak",1,2,21
1985,1989,"Togiak",1,2,35
1986,1990,"Togiak",1,2,77
1987,1991,"Togiak",1,2,190
1988,1992,"Togiak",1,2,111
1989,1993,"Togiak",1,2,132
1990,1994,"Togiak",1,2,101
1991,1995,"Togiak",1,2,189
1992,1996,"Togiak",1,2,50
1993,1997,"Togiak",1,2,64
1994,1998,"Togiak",1,2,43
1995,1999,"Togiak",1,2,341
1996,2000,"Togiak",1,2,87
1997,2001,"Togiak",1,2,43
1998,2002,"Togiak",1,2,54
1999,2003,"Togiak",1,2,137
2000,2004,"Togiak",1,2,87
2001,2005,"Togiak",1,2,63
2002,2006,"Togiak",1,2,241
2003,2007,"Togiak",1,2,245
2004,2008,"Togiak",1,2,109
2005,2009,"Togiak",1,2,302
2006,2010,"Togiak",1,2,261
2007,2011,"Togiak",1,2,164
1950,1954,"Togiak",2,1,0
1951,1955,"Togiak",2,1,0
1952,1956,"Togiak",2,1,0
1953,1957,"Togiak",2,1,0
1954,1958,"Togiak",2,1,0
1955,1959,"Togiak",2,1,0
1956,1960,"Togiak",2,1,0
1957,1961,"Togiak",2,1,0.225
1958,1962,"Togiak",2,1,0.096
1959,1963,"Togiak",2,1,0
1960,1964,"Togiak",2,1,0
1961,1965,"Togiak",2,1,0
1962,1966,"Togiak",2,1,0
1963,1967,"Togiak",2,1,0.013
1964,1968,"Togiak",2,1,0
1965,1969,"Togiak",2,1,0.027
1966,1970,"Togiak",2,1,0
1967,1971,"Togiak",2,1,0
1968,1972,"Togiak",2,1,0
1969,1973,"Togiak",2,1,0
1970,1974,"Togiak",2,1,0
1971,1975,"Togiak",2,1,0
1972,1976,"Togiak",2,1,0
1973,1977,"Togiak",2,1,0
1974,1978,"Togiak",2,1,0
1975,1979,"Togiak",2,1,0
1976,1980,"Togiak",2,1,0
1977,1981,"Togiak",2,1,0
1978,1982,"Togiak",2,1,0
1979,1983,"Togiak",2,1,0
1980,1984,"Togiak",2,1,0
1981,1985,"Togiak",2,1,0
1982,1986,"Togiak",2,1,0
1983,1987,"Togiak",2,1,0
1984,1988,"Togiak",2,1,0
1985,1989,"Togiak",2,1,0.117
1986,1990,"Togiak",2,1,0
1987,1991,"Togiak",2,1,0
1988,1992,"Togiak",2,1,0
1989,1993,"Togiak",2,1,0
1990,1994,"Togiak",2,1,0
1991,1995,"Togiak",2,1,0
1992,1996,"Togiak",2,1,0
1993,1997,"Togiak",2,1,0
1994,1998,"Togiak",2,1,0
1995,1999,"Togiak",2,1,0
1996,2000,"Togiak",2,1,0
1997,2001,"Togiak",2,1,0
1998,2002,"Togiak",2,1,0
1999,2003,"Togiak",2,1,0
2000,2004,"Togiak",2,1,0
2001,2005,"Togiak",2,1,0
2002,2006,"Togiak",2,1,0
2003,2007,"Togiak",2,1,0
2004,2008,"Togiak",2,1,0
2005,2009,"Togiak",2,1,0
2006,2010,"Togiak",2,1,0
2007,2011,"Togiak",2,1,0
1950,1955,"Togiak",0,4,0
1951,1956,"Togiak",0,4,0
1952,1957,"Togiak",0,4,0
1953,1958,"Togiak",0,4,0
1954,1959,"Togiak",0,4,0
1955,1960,"Togiak",0,4,0
1956,1961,"Togiak",0,4,0
1957,1962,"Togiak",0,4,0
1958,1963,"Togiak",0,4,0
1959,1964,"Togiak",0,4,0
1960,1965,"Togiak",0,4,0
1961,1966,"Togiak",0,4,0
1962,1967,"Togiak",0,4,0
1963,1968,"Togiak",0,4,0
1964,1969,"Togiak",0,4,0
1965,1970,"Togiak",0,4,0
1966,1971,"Togiak",0,4,0
1967,1972,"Togiak",0,4,0
1968,1973,"Togiak",0,4,0
1969,1974,"Togiak",0,4,0
1970,1975,"Togiak",0,4,0
1971,1976,"Togiak",0,4,0
1972,1977,"Togiak",0,4,0
1973,1978,"Togiak",0,4,0
1974,1979,"Togiak",0,4,0
1975,1980,"Togiak",0,4,0
1976,1981,"Togiak",0,4,0
1977,1982,"Togiak",0,4,0
1978,1983,"Togiak",0,4,0
1979,1984,"Togiak",0,4,0
1980,1985,"Togiak",0,4,1
1981,1986,"Togiak",0,4,0
1982,1987,"Togiak",0,4,0
1983,1988,"Togiak",0,4,2
1984,1989,"Togiak",0,4,0
1985,1990,"Togiak",0,4,0
1986,1991,"Togiak",0,4,1
1987,1992,"Togiak",0,4,1
1988,1993,"Togiak",0,4,3
1989,1994,"Togiak",0,4,1
1990,1995,"Togiak",0,4,1
1991,1996,"Togiak",0,4,1
1992,1997,"Togiak",0,4,1
1993,1998,"Togiak",0,4,0
1994,1999,"Togiak",0,4,0
1995,2000,"Togiak",0,4,1
1996,2001,"Togiak",0,4,326
1997,2002,"Togiak",0,4,0
1998,2003,"Togiak",0,4,0
1999,2004,"Togiak",0,4,0
2000,2005,"Togiak",0,4,0
2001,2006,"Togiak",0,4,0
2002,2007,"Togiak",0,4,0
2003,2008,"Togiak",0,4,0
2004,2009,"Togiak",0,4,0
2005,2010,"Togiak",0,4,0
2006,2011,"Togiak",0,4,0
1950,1955,"Togiak",1,3,0
1951,1956,"Togiak",1,3,98
1952,1957,"Togiak",1,3,58
1953,1958,"Togiak",1,3,84
1954,1959,"Togiak",1,3,146
1955,1960,"Togiak",1,3,190
1956,1961,"Togiak",1,3,306
1957,1962,"Togiak",1,3,70
1958,1963,"Togiak",1,3,115
1959,1964,"Togiak",1,3,92
1960,1965,"Togiak",1,3,274
1961,1966,"Togiak",1,3,216
1962,1967,"Togiak",1,3,102
1963,1968,"Togiak",1,3,65
1964,1969,"Togiak",1,3,84
1965,1970,"Togiak",1,3,181
1966,1971,"Togiak",1,3,419
1967,1972,"Togiak",1,3,99
1968,1973,"Togiak",1,3,190
1969,1974,"Togiak",1,3,142
1970,1975,"Togiak",1,3,226
1971,1976,"Togiak",1,3,317
1972,1977,"Togiak",1,3,150
1973,1978,"Togiak",1,3,442
1974,1979,"Togiak",1,3,307
1975,1980,"Togiak",1,3,848
1976,1981,"Togiak",1,3,558
1977,1982,"Togiak",1,3,617
1978,1983,"Togiak",1,3,430
1979,1984,"Togiak",1,3,293
1980,1985,"Togiak",1,3,224
1981,1986,"Togiak",1,3,245
1982,1987,"Togiak",1,3,255
1983,1988,"Togiak",1,3,924
1984,1989,"Togiak",1,3,109
1985,1990,"Togiak",1,3,194
1986,1991,"Togiak",1,3,445
1987,1992,"Togiak",1,3,575
1988,1993,"Togiak",1,3,403
1989,1994,"Togiak",1,3,328
1990,1995,"Togiak",1,3,460
1991,1996,"Togiak",1,3,429
1992,1997,"Togiak",1,3,124
1993,1998,"Togiak",1,3,229
1994,1999,"Togiak",1,3,167
1995,2000,"Togiak",1,3,1010
1996,2001,"Togiak",1,3,987
1997,2002,"Togiak",1,3,305
1998,2003,"Togiak",1,3,633
1999,2004,"Togiak",1,3,290
2000,2005,"Togiak",1,3,318
2001,2006,"Togiak",1,3,410
2002,2007,"Togiak",1,3,727
2003,2008,"Togiak",1,3,744
2004,2009,"Togiak",1,3,483
2005,2010,"Togiak",1,3,372
2006,2011,"Togiak",1,3,618
1950,1955,"Togiak",2,2,0
1951,1956,"Togiak",2,2,53
1952,1957,"Togiak",2,2,9
1953,1958,"Togiak",2,2,8
1954,1959,"Togiak",2,2,12
1955,1960,"Togiak",2,2,9
1956,1961,"Togiak",2,2,22
1957,1962,"Togiak",2,2,20
1958,1963,"Togiak",2,2,59
1959,1964,"Togiak",2,2,56
1960,1965,"Togiak",2,2,22
1961,1966,"Togiak",2,2,15
1962,1967,"Togiak",2,2,4
1963,1968,"Togiak",2,2,18
1964,1969,"Togiak",2,2,41
1965,1970,"Togiak",2,2,31
1966,1971,"Togiak",2,2,4
1967,1972,"Togiak",2,2,16
1968,1973,"Togiak",2,2,6
1969,1974,"Togiak",2,2,25
1970,1975,"Togiak",2,2,55
1971,1976,"Togiak",2,2,62
1972,1977,"Togiak",2,2,21
1973,1978,"Togiak",2,2,18
1974,1979,"Togiak",2,2,73
1975,1980,"Togiak",2,2,87
1976,1981,"Togiak",2,2,142
1977,1982,"Togiak",2,2,14
1978,1983,"Togiak",2,2,65
1979,1984,"Togiak",2,2,12
1980,1985,"Togiak",2,2,10
1981,1986,"Togiak",2,2,15
1982,1987,"Togiak",2,2,14
1983,1988,"Togiak",2,2,9
1984,1989,"Togiak",2,2,4
1985,1990,"Togiak",2,2,35
1986,1991,"Togiak",2,2,83
1987,1992,"Togiak",2,2,31
1988,1993,"Togiak",2,2,34
1989,1994,"Togiak",2,2,7
1990,1995,"Togiak",2,2,75
1991,1996,"Togiak",2,2,28
1992,1997,"Togiak",2,2,33
1993,1998,"Togiak",2,2,6
1994,1999,"Togiak",2,2,31
1995,2000,"Togiak",2,2,11
1996,2001,"Togiak",2,2,4
1997,2002,"Togiak",2,2,16
1998,2003,"Togiak",2,2,24
1999,2004,"Togiak",2,2,29
2000,2005,"Togiak",2,2,141
2001,2006,"Togiak",2,2,90
2002,2007,"Togiak",2,2,25
2003,2008,"Togiak",2,2,8
2004,2009,"Togiak",2,2,47
2005,2010,"Togiak",2,2,65
2006,2011,"Togiak",2,2,45
1950,1955,"Togiak",3,1,0
1951,1956,"Togiak",3,1,0
1952,1957,"Togiak",3,1,0
1953,1958,"Togiak",3,1,0
1954,1959,"Togiak",3,1,0
1955,1960,"Togiak",3,1,0
1956,1961,"Togiak",3,1,0
1957,1962,"Togiak",3,1,0
1958,1963,"Togiak",3,1,0
1959,1964,"Togiak",3,1,0
1960,1965,"Togiak",3,1,0
1961,1966,"Togiak",3,1,0
1962,1967,"Togiak",3,1,0
1963,1968,"Togiak",3,1,0
1964,1969,"Togiak",3,1,0
1965,1970,"Togiak",3,1,0
1966,1971,"Togiak",3,1,0
1967,1972,"Togiak",3,1,0
1968,1973,"Togiak",3,1,0
1969,1974,"Togiak",3,1,0
1970,1975,"Togiak",3,1,0
1971,1976,"Togiak",3,1,0
1972,1977,"Togiak",3,1,0
1973,1978,"Togiak",3,1,0
1974,1979,"Togiak",3,1,0
1975,1980,"Togiak",3,1,0
1976,1981,"Togiak",3,1,0
1977,1982,"Togiak",3,1,0
1978,1983,"Togiak",3,1,0
1979,1984,"Togiak",3,1,0
1980,1985,"Togiak",3,1,0
1981,1986,"Togiak",3,1,0
1982,1987,"Togiak",3,1,0
1983,1988,"Togiak",3,1,0
1984,1989,"Togiak",3,1,0
1985,1990,"Togiak",3,1,0
1986,1991,"Togiak",3,1,0
1987,1992,"Togiak",3,1,0
1988,1993,"Togiak",3,1,0
1989,1994,"Togiak",3,1,0
1990,1995,"Togiak",3,1,0
1991,1996,"Togiak",3,1,0
1992,1997,"Togiak",3,1,0
1993,1998,"Togiak",3,1,0
1994,1999,"Togiak",3,1,0
1995,2000,"Togiak",3,1,0
1996,2001,"Togiak",3,1,0
1997,2002,"Togiak",3,1,0
1998,2003,"Togiak",3,1,0
1999,2004,"Togiak",3,1,0
2000,2005,"Togiak",3,1,0
2001,2006,"Togiak",3,1,0
2002,2007,"Togiak",3,1,0
2003,2008,"Togiak",3,1,0
2004,2009,"Togiak",3,1,0
2005,2010,"Togiak",3,1,0
2006,2011,"Togiak",3,1,0
1950,1956,"Togiak",0,5,0
1951,1957,"Togiak",0,5,0
1952,1958,"Togiak",0,5,0
1953,1959,"Togiak",0,5,0
1954,1960,"Togiak",0,5,0
1955,1961,"Togiak",0,5,0
1956,1962,"Togiak",0,5,0
1957,1963,"Togiak",0,5,0
1958,1964,"Togiak",0,5,0
1959,1965,"Togiak",0,5,0
1960,1966,"Togiak",0,5,0
1961,1967,"Togiak",0,5,0
1962,1968,"Togiak",0,5,0
1963,1969,"Togiak",0,5,0
1964,1970,"Togiak",0,5,0
1965,1971,"Togiak",0,5,0
1966,1972,"Togiak",0,5,0
1967,1973,"Togiak",0,5,0
1968,1974,"Togiak",0,5,0
1969,1975,"Togiak",0,5,0
1970,1976,"Togiak",0,5,0
1971,1977,"Togiak",0,5,0
1972,1978,"Togiak",0,5,0
1973,1979,"Togiak",0,5,0
1974,1980,"Togiak",0,5,0
1975,1981,"Togiak",0,5,0
1976,1982,"Togiak",0,5,0
1977,1983,"Togiak",0,5,0
1978,1984,"Togiak",0,5,0
1979,1985,"Togiak",0,5,0
1980,1986,"Togiak",0,5,0
1981,1987,"Togiak",0,5,0
1982,1988,"Togiak",0,5,0
1983,1989,"Togiak",0,5,0
1984,1990,"Togiak",0,5,0
1985,1991,"Togiak",0,5,0
1986,1992,"Togiak",0,5,0
1987,1993,"Togiak",0,5,0
1988,1994,"Togiak",0,5,0
1989,1995,"Togiak",0,5,0
1990,1996,"Togiak",0,5,0
1991,1997,"Togiak",0,5,0
1992,1998,"Togiak",0,5,0
1993,1999,"Togiak",0,5,0
1994,2000,"Togiak",0,5,0
1995,2001,"Togiak",0,5,0
1996,2002,"Togiak",0,5,0
1997,2003,"Togiak",0,5,0
1998,2004,"Togiak",0,5,0
1999,2005,"Togiak",0,5,0
2000,2006,"Togiak",0,5,0
2001,2007,"Togiak",0,5,0
2002,2008,"Togiak",0,5,0
2003,2009,"Togiak",0,5,0
2004,2010,"Togiak",0,5,0
2005,2011,"Togiak",0,5,0
1950,1956,"Togiak",1,4,0
1951,1957,"Togiak",1,4,0
1952,1958,"Togiak",1,4,0
1953,1959,"Togiak",1,4,0
1954,1960,"Togiak",1,4,0
1955,1961,"Togiak",1,4,1
1956,1962,"Togiak",1,4,1
1957,1963,"Togiak",1,4,0
1958,1964,"Togiak",1,4,0
1959,1965,"Togiak",1,4,0
1960,1966,"Togiak",1,4,0
1961,1967,"Togiak",1,4,1
1962,1968,"Togiak",1,4,0
1963,1969,"Togiak",1,4,0
1964,1970,"Togiak",1,4,0
1965,1971,"Togiak",1,4,0
1966,1972,"Togiak",1,4,1
1967,1973,"Togiak",1,4,1
1968,1974,"Togiak",1,4,3
1969,1975,"Togiak",1,4,3
1970,1976,"Togiak",1,4,1
1971,1977,"Togiak",1,4,1
1972,1978,"Togiak",1,4,2
1973,1979,"Togiak",1,4,1
1974,1980,"Togiak",1,4,3
1975,1981,"Togiak",1,4,2
1976,1982,"Togiak",1,4,4
1977,1983,"Togiak",1,4,4
1978,1984,"Togiak",1,4,1
1979,1985,"Togiak",1,4,2
1980,1986,"Togiak",1,4,0
1981,1987,"Togiak",1,4,1
1982,1988,"Togiak",1,4,5
1983,1989,"Togiak",1,4,2
1984,1990,"Togiak",1,4,1
1985,1991,"Togiak",1,4,1
1986,1992,"Togiak",1,4,14
1987,1993,"Togiak",1,4,7
1988,1994,"Togiak",1,4,3
1989,1995,"Togiak",1,4,1
1990,1996,"Togiak",1,4,5
1991,1997,"Togiak",1,4,8
1992,1998,"Togiak",1,4,1
1993,1999,"Togiak",1,4,4
1994,2000,"Togiak",1,4,1
